Entity,Code,Year,Crop
Indramayu,IDY,1976,1.1328
Indramayu,IDY,1977,1.1475
Indramayu,IDY,1978,1.3333
Indramayu,IDY,1979,1.1283
Indramayu,IDY,1980,1.0769
Indramayu,IDY,1981,1.1231
Indramayu,IDY,1982,1.1077
Indramayu,IDY,1983,1.1385
Indramayu,IDY,1984,1.0859
Indramayu,IDY,1985,1.2077
Indramayu,IDY,1986,1.2424
Indramayu,IDY,1987,1.2654
Indramayu,IDY,1988,1.2836
Indramayu,IDY,1989,1.3645
Indramayu,IDY,1990,1.354
Indramayu,IDY,1991,1.3887
Indramayu,IDY,1992,1.4218
Indramayu,IDY,1993,1.4342
Indramayu,IDY,1994,1.2276
Indramayu,IDY,1995,1.2752
Indramayu,IDY,1996,1.3133
Indramayu,IDY,1997,1.2608
Indramayu,IDY,1998,1.1463
Indramayu,IDY,1999,1.1192
Indramayu,IDY,2000,1.0521
Indramayu,IDY,2001,1.0817
Indramayu,IDY,2002,1.0931
Indramayu,IDY,2003,1.067
Indramayu,IDY,2004,1.0807
Indramayu,IDY,2005,1.0833
Indramayu,IDY,2006,1.0159
Indramayu,IDY,2007,1.0168
Indramayu,IDY,2008,1.0041
Indramayu,IDY,2009,1.0032
Indramayu,IDY,2010,1.0584
Indramayu,IDY,2011,1.1093
Indramayu,IDY,2012,1.1763
Indramayu,IDY,2013,1.3218
Indramayu,IDY,2014,1.3145
Ciamis,CMS,1961,0.5018
Ciamis,CMS,1962,0.4866
Ciamis,CMS,1963,0.6885
Ciamis,CMS,1964,0.7614
Ciamis,CMS,1965,0.7247
Ciamis,CMS,1966,0.7333
Ciamis,CMS,1967,0.55
Ciamis,CMS,1968,0.6
Ciamis,CMS,1969,0.6
Ciamis,CMS,1970,0.6447
Ciamis,CMS,1971,0.7394
Ciamis,CMS,1972,0.7249
Ciamis,CMS,1973,0.6578
Ciamis,CMS,1974,0.5626
Ciamis,CMS,1975,0.5873
Ciamis,CMS,1976,0.8456
Ciamis,CMS,1977,0.8194
Ciamis,CMS,1978,0.9313
Ciamis,CMS,1979,0.9067
Ciamis,CMS,1980,0.9029
Ciamis,CMS,1981,0.8297
Ciamis,CMS,1982,0.8235
Ciamis,CMS,1983,0.5647
Ciamis,CMS,1984,0.6408
Ciamis,CMS,1985,0.991
Ciamis,CMS,1986,0.9388
Ciamis,CMS,1987,0.7408
Ciamis,CMS,1988,0.8194
Ciamis,CMS,1989,1.1623
Ciamis,CMS,1990,1.4612
Ciamis,CMS,1991,1.6868
Ciamis,CMS,1992,1.5238
Ciamis,CMS,1993,1.3722
Ciamis,CMS,1994,1.6042
Ciamis,CMS,1995,1.1441
Ciamis,CMS,1996,1.5521
Ciamis,CMS,1997,1.5185
Ciamis,CMS,1998,1.3919
Ciamis,CMS,1999,1.6241
Ciamis,CMS,2000,1.7543
Ciamis,CMS,2001,1.8115
Ciamis,CMS,2002,1.7381
Ciamis,CMS,2003,1.5284
Ciamis,CMS,2004,1.2666
Ciamis,CMS,2005,1.8058
Ciamis,CMS,2006,1.9444
Ciamis,CMS,2007,1.1736
Ciamis,CMS,2008,1.6662
Ciamis,CMS,2009,1.5286
Ciamis,CMS,2010,1.4342
Ciamis,CMS,2011,1.5356
Ciamis,CMS,2012,1.8386
Ciamis,CMS,2013,1.7353
Ciamis,CMS,2014,1.9109
Sukabumi,SKB,1961,2.2448
Sukabumi,SKB,1962,2.3903
Sukabumi,SKB,1963,2.6244
Sukabumi,SKB,1964,3.1264
Sukabumi,SKB,1965,2.2315
Sukabumi,SKB,1966,3.8431
Sukabumi,SKB,1967,3.4737
Sukabumi,SKB,1968,3.1736
Sukabumi,SKB,1969,4.1809
Sukabumi,SKB,1970,3.7387
Sukabumi,SKB,1971,3.8454
Sukabumi,SKB,1972,4.3176
Sukabumi,SKB,1973,4.1146
Sukabumi,SKB,1974,3.1078
Sukabumi,SKB,1975,4.3286
Sukabumi,SKB,1976,4.1459
Sukabumi,SKB,1977,3.5802
Sukabumi,SKB,1978,3.7215
Sukabumi,SKB,1979,4.8403
Sukabumi,SKB,1980,3.8586
Sukabumi,SKB,1981,4.2616
Sukabumi,SKB,1982,5.5047
Sukabumi,SKB,1983,5.2291
Sukabumi,SKB,1984,5.5288
Sukabumi,SKB,1985,3.1027
Sukabumi,SKB,1986,4.9599
Sukabumi,SKB,1987,3.737
Sukabumi,SKB,1988,3.1802
Sukabumi,SKB,1989,4.0221
Sukabumi,SKB,1990,2.8771
Sukabumi,SKB,1991,4.9551
Sukabumi,SKB,1992,2.8128
Sukabumi,SKB,1993,1.8609
Sukabumi,SKB,1994,2.8056
Sukabumi,SKB,1995,3.8237
Sukabumi,SKB,1996,2.181
Sukabumi,SKB,1997,3.5782
Sukabumi,SKB,1998,2.6827
Sukabumi,SKB,1999,3.8239
Sukabumi,SKB,2000,1.7239
Sukabumi,SKB,2001,2.4713
Sukabumi,SKB,2002,4.2364
Sukabumi,SKB,2003,2.8
Sukabumi,SKB,2004,5.54
Sukabumi,SKB,2005,5.3085
Sukabumi,SKB,2006,4.5328
Sukabumi,SKB,2007,1.4595
Sukabumi,SKB,2008,4.1548
Sukabumi,SKB,2009,4.7071
Sukabumi,SKB,2010,6.2516
Sukabumi,SKB,2011,5.5313
Sukabumi,SKB,2012,3.68
Sukabumi,SKB,2013,6.3943
Sukabumi,SKB,2014,7.6823
Bogor,BGR,1961,1.3123
Bogor,BGR,1962,1.3048
Bogor,BGR,1963,1.3092
Bogor,BGR,1964,1.1606
Bogor,BGR,1965,1.3809
Bogor,BGR,1966,1.3066
Bogor,BGR,1967,1.3828
Bogor,BGR,1968,1.3369
Bogor,BGR,1969,1.3149
Bogor,BGR,1970,1.4421
Bogor,BGR,1971,1.3393
Bogor,BGR,1972,1.413
Bogor,BGR,1973,1.4295
Bogor,BGR,1974,1.5248
Bogor,BGR,1975,1.5048
Bogor,BGR,1976,1.5967
Bogor,BGR,1977,1.6322
Bogor,BGR,1978,1.2197
Bogor,BGR,1979,1.4406
Bogor,BGR,1980,1.779
Bogor,BGR,1981,1.833
Bogor,BGR,1982,1.7308
Bogor,BGR,1983,1.7496
Bogor,BGR,1984,1.761
Bogor,BGR,1985,1.8662
Bogor,BGR,1986,1.6486
Bogor,BGR,1987,1.9843
Bogor,BGR,1988,1.8775
Bogor,BGR,1989,2.0582
Bogor,BGR,1990,1.8735
Bogor,BGR,1991,1.8084
Bogor,BGR,1992,2.2828
Bogor,BGR,1993,2.5321
Bogor,BGR,1994,2.3629
Bogor,BGR,1995,2.6005
Bogor,BGR,1996,2.697
Bogor,BGR,1997,2.6228
Bogor,BGR,1998,2.7964
Bogor,BGR,1999,2.7591
Bogor,BGR,2000,2.7447
Bogor,BGR,2001,3.4026
Bogor,BGR,2002,3.0579
Bogor,BGR,2003,3.7273
Bogor,BGR,2004,3.3671
Bogor,BGR,2005,3.0403
Bogor,BGR,2006,3.3823
Bogor,BGR,2007,3.7852
Bogor,BGR,2008,4.08
Bogor,BGR,2009,3.7145
Bogor,BGR,2010,4.3667
Bogor,BGR,2011,4.2107
Bogor,BGR,2012,5.0057
Bogor,BGR,2013,5.2536
Bogor,BGR,2014,5.1761
Bekasi,BKS,1992,3.9873
Bekasi,BKS,1993,4
Bekasi,BKS,1994,4
Bekasi,BKS,1995,4
Bekasi,BKS,1996,4
Bekasi,BKS,1997,4.0136
Bekasi,BKS,1998,3.8641
Bekasi,BKS,1999,4.6068
Bekasi,BKS,2000,2.2702
Bekasi,BKS,2001,3.8523
Bekasi,BKS,2002,4.5444
Bekasi,BKS,2003,2.7901
Bekasi,BKS,2004,5.1317
Bekasi,BKS,2005,5.1132
Bekasi,BKS,2006,5.0644
Bekasi,BKS,2007,3.2181
Bekasi,BKS,2008,4.9169
Bekasi,BKS,2009,5.1032
Bekasi,BKS,2010,4.5211
Bekasi,BKS,2011,3.8992
Bekasi,BKS,2012,2.7451
Bekasi,BKS,2013,4.2125
Bekasi,BKS,2014,4.7043
Karawang,KRW,1961,1.2501
Karawang,KRW,1962,1.2399
Karawang,KRW,1963,1.2408
Karawang,KRW,1964,0.9091
Karawang,KRW,1965,1.2949
Karawang,KRW,1966,1.3219
Karawang,KRW,1967,1.3224
Karawang,KRW,1968,1.3224
Karawang,KRW,1969,1.3232
Karawang,KRW,1970,1.2922
Karawang,KRW,1971,1.3037
Karawang,KRW,1972,1.2517
Karawang,KRW,1973,1.2818
Karawang,KRW,1974,1.2605
Karawang,KRW,1975,1.3246
Karawang,KRW,1976,1.5269
Karawang,KRW,1977,1.2616
Karawang,KRW,1978,1.3014
Karawang,KRW,1979,1.3602
Karawang,KRW,1980,1.3063
Karawang,KRW,1981,1.6087
Karawang,KRW,1982,1.5733
Karawang,KRW,1983,1.2927
Karawang,KRW,1984,1.5436
Karawang,KRW,1985,1.5875
Karawang,KRW,1986,1.5554
Karawang,KRW,1987,1.5912
Karawang,KRW,1988,1.5189
Karawang,KRW,1989,1.4353
Karawang,KRW,1990,1.6658
Karawang,KRW,1991,1.5285
Karawang,KRW,1992,1.7534
Karawang,KRW,1993,1.8658
Karawang,KRW,1994,1.8107
Karawang,KRW,1995,1.8526
Karawang,KRW,1996,1.8011
Karawang,KRW,1997,1.506
Karawang,KRW,1998,1.8192
Karawang,KRW,1999,1.7621
Karawang,KRW,2000,2.1259
Karawang,KRW,2001,2.2143
Karawang,KRW,2002,2.167
Karawang,KRW,2003,2.3405
Karawang,KRW,2004,1.7145
Karawang,KRW,2005,2.1859
Karawang,KRW,2006,2.6071
Karawang,KRW,2007,2.1155
Karawang,KRW,2008,2.312
Karawang,KRW,2009,2.8185
Karawang,KRW,2010,2.789
Karawang,KRW,2011,2.4766
Karawang,KRW,2012,2.8517
Karawang,KRW,2013,2.1442
Karawang,KRW,2014,2.1182
