Entity,Code,Year,crop(tonnes per hectare)
Bantul,BTL,2007,28.254
Bantul,BTL,2008,28.4533
Bantul,BTL,2009,30.8352
Bantul,BTL,2010,33.6284
Bantul,BTL,2011,37.5021
Bantul,BTL,2012,36.9958
Bantul,BTL,2013,43.3424
Bantul,BTL,2014,47.0551
Bantul,BTL,2015,42.3976
Bantul,BTL,2016,44.2448
Bantul,BTL,2017,46.1416
Bantul,BTL,2018,48.0881
Bantul,BTL,2019,50.0843
Bantul,BTL,2020,52.1301
Cirebon,CRB,1961,12.0354
Cirebon,CRB,1962,12.3984
Cirebon,CRB,1963,11.9106
Cirebon,CRB,1964,12.1774
Cirebon,CRB,1965,10.8015
Cirebon,CRB,1966,11.4433
Cirebon,CRB,1967,10.8418
Cirebon,CRB,1968,10.4194
Cirebon,CRB,1969,10.4055
Cirebon,CRB,1970,9.4753
Cirebon,CRB,1971,10.5701
Cirebon,CRB,1972,10.8308
Cirebon,CRB,1973,11.5344
Cirebon,CRB,1974,11.4238
Cirebon,CRB,1975,9.5597
Cirebon,CRB,1976,11.2067
Cirebon,CRB,1977,12.9679
Cirebon,CRB,1978,11.2993
Cirebon,CRB,1979,12.0873
Cirebon,CRB,1980,11.5771
Cirebon,CRB,1981,11.8003
Cirebon,CRB,1982,12.4194
Cirebon,CRB,1983,11.2795
Cirebon,CRB,1984,12.4408
Cirebon,CRB,1985,12.1791
Cirebon,CRB,1986,12.332
Cirebon,CRB,1987,12.0
Cirebon,CRB,1988,10.1797
Cirebon,CRB,1989,10.79
Cirebon,CRB,1990,9.8375
Cirebon,CRB,1991,11.7149
Cirebon,CRB,2015,12.9632
Cirebon,CRB,2016,13.0474
Cirebon,CRB,2017,13.1337
Cirebon,CRB,2018,13.2221
Cirebon,CRB,2019,13.3124
Cirebon,CRB,2020,13.4048
DIY,DIY,1961,15.8149
DIY,DIY,1962,16.4763
DIY,DIY,1963,13.8808
DIY,DIY,1964,17.3298
DIY,DIY,1965,16.8432
DIY,DIY,1966,16.8432
DIY,DIY,1967,16.4101
DIY,DIY,1968,15.835
DIY,DIY,1969,17.4135
DIY,DIY,1970,17.9698
DIY,DIY,1971,17.3275
DIY,DIY,1972,18.6513
DIY,DIY,1973,16.5823
DIY,DIY,1974,18.8654
DIY,DIY,1975,18.3051
DIY,DIY,1976,18.2413
DIY,DIY,1977,18.2363
DIY,DIY,1978,19.0066
DIY,DIY,1979,19.5005
DIY,DIY,1980,18.8927
DIY,DIY,1981,19.6825
DIY,DIY,1982,20.932
DIY,DIY,1983,19.7096
DIY,DIY,1984,20.9101
DIY,DIY,1985,20.4714
DIY,DIY,1986,21.7176
DIY,DIY,1987,24.1111
DIY,DIY,1988,24.9332
DIY,DIY,1989,24.8179
DIY,DIY,1990,25.1429
DIY,DIY,1991,23.4754
DIY,DIY,1992,23.3766
DIY,DIY,1993,18.4211
DIY,DIY,1994,27.2414
DIY,DIY,1995,36.8
DIY,DIY,1996,27.5833
DIY,DIY,1997,33.8996
DIY,DIY,1998,30.1823
DIY,DIY,1999,34.2857
DIY,DIY,2000,37.4807
DIY,DIY,2001,37.0522
DIY,DIY,2002,39.2796
DIY,DIY,2003,38.2857
DIY,DIY,2004,38.9431
DIY,DIY,2005,39.0258
DIY,DIY,2006,39.4118
DIY,DIY,2007,37.7778
DIY,DIY,2008,39.1535
DIY,DIY,2009,40.955999999999996
DIY,DIY,2010,40.3618
DIY,DIY,2011,40.7248
DIY,DIY,2012,41.0879
DIY,DIY,2013,41.4509
DIY,DIY,2014,41.8139
DIY,DIY,2015,46.5795
DIY,DIY,2016,47.656000000000006
DIY,DIY,2017,48.7506
DIY,DIY,2018,49.8633
DIY,DIY,2019,50.9941
DIY,DIY,2020,52.143
Sukabumi,SKB,1961,7.0
Sukabumi,SKB,1962,6.8519
Sukabumi,SKB,1963,6.8421
Sukabumi,SKB,1964,6.8333
Sukabumi,SKB,1965,6.8254
Sukabumi,SKB,1966,6.8182
Sukabumi,SKB,1967,6.8116
Sukabumi,SKB,1968,6.7123
Sukabumi,SKB,1969,6.7105
Sukabumi,SKB,1970,6.7089
Sukabumi,SKB,1971,6.6265
Sukabumi,SKB,1972,6.6279
Sukabumi,SKB,1973,6.6292
Sukabumi,SKB,1974,6.5591
Sukabumi,SKB,1975,6.5625
Sukabumi,SKB,1976,6.5657
Sukabumi,SKB,1977,6.7
Sukabumi,SKB,1978,6.7
Sukabumi,SKB,1979,6.7
Sukabumi,SKB,1980,6.7
Sukabumi,SKB,1981,6.4762
Sukabumi,SKB,1982,6.3636
Sukabumi,SKB,1983,6.25
Sukabumi,SKB,1984,5.9231
Sukabumi,SKB,1985,5.9231
Sukabumi,SKB,1986,5.7143
Sukabumi,SKB,1987,6.0
Sukabumi,SKB,1988,5.9375
Sukabumi,SKB,1989,5.8824
Sukabumi,SKB,1990,5.8333
Sukabumi,SKB,1991,5.7895
Sukabumi,SKB,1992,5.5556
Sukabumi,SKB,1993,5.7410000000000005
Sukabumi,SKB,1994,5.8352
Sukabumi,SKB,1995,5.9459
Sukabumi,SKB,1996,5.8824
Sukabumi,SKB,1997,6.1111
Sukabumi,SKB,1998,6.3158
Sukabumi,SKB,1999,6.5
Sukabumi,SKB,2000,6.6667
Sukabumi,SKB,2001,6.5654
Sukabumi,SKB,2002,6.5684
Sukabumi,SKB,2003,6.5611
Sukabumi,SKB,2004,6.5403
Sukabumi,SKB,2005,6.1598
Sukabumi,SKB,2006,6.0734
Sukabumi,SKB,2007,5.9703
Sukabumi,SKB,2008,5.8841
Sukabumi,SKB,2009,5.8155
Sukabumi,SKB,2010,5.6364
Sukabumi,SKB,2011,5.8027
Sukabumi,SKB,2012,5.8333
Sukabumi,SKB,2013,5.9009
Sukabumi,SKB,2014,5.9513
Sukabumi,SKB,2015,6.0433
Sukabumi,SKB,2016,6.0515
Sukabumi,SKB,2017,6.0607
Sukabumi,SKB,2018,6.0709
Sukabumi,SKB,2019,6.0819
Sukabumi,SKB,2020,6.093999999999999
Majalengka,MJK,1961,10.0
Majalengka,MJK,1962,10.0
Majalengka,MJK,1963,10.0
Majalengka,MJK,1964,10.0
Majalengka,MJK,1965,10.0
Majalengka,MJK,1966,10.0
Majalengka,MJK,1967,10.0
Majalengka,MJK,1968,10.0
Majalengka,MJK,1969,11.25
Majalengka,MJK,1970,10.8824
Majalengka,MJK,1971,11.1765
Majalengka,MJK,1972,11.4706
Majalengka,MJK,1973,11.6667
Majalengka,MJK,1974,11.5789
Majalengka,MJK,1975,11.5
Majalengka,MJK,1976,11.1905
Majalengka,MJK,1977,11.1905
Majalengka,MJK,1978,11.1628
Majalengka,MJK,1979,11.1628
Majalengka,MJK,1980,11.1364
Majalengka,MJK,1981,11.1364
Majalengka,MJK,1982,11.1111
Majalengka,MJK,1983,11.087
Majalengka,MJK,1984,11.0638
Majalengka,MJK,1985,11.0417
Majalengka,MJK,1986,11.0204
Majalengka,MJK,1987,11.0
Majalengka,MJK,1988,10.9804
Majalengka,MJK,1989,10.9615
Majalengka,MJK,1990,10.7407
Majalengka,MJK,1991,10.5357
Majalengka,MJK,1992,10.0
Majalengka,MJK,1993,10.4
Majalengka,MJK,1994,10.4167
Majalengka,MJK,1995,10.0
Majalengka,MJK,1996,10.4167
Majalengka,MJK,1997,10.0
Majalengka,MJK,1998,10.0
Majalengka,MJK,1999,10.0
Majalengka,MJK,2000,10.0
Majalengka,MJK,2001,10.0
Majalengka,MJK,2002,9.9138
Majalengka,MJK,2003,9.6296
Majalengka,MJK,2004,9.8014
Majalengka,MJK,2005,9.783
Majalengka,MJK,2006,9.6154
Majalengka,MJK,2007,9.7703
Majalengka,MJK,2008,9.7771
Majalengka,MJK,2009,9.8039
Majalengka,MJK,2010,9.6296
Majalengka,MJK,2011,9.7624
Majalengka,MJK,2012,10.0
Majalengka,MJK,2013,9.8216
Majalengka,MJK,2014,9.7623
Majalengka,MJK,2015,9.0405
Majalengka,MJK,2016,8.9282
Majalengka,MJK,2017,8.8126
Majalengka,MJK,2018,8.6938
Majalengka,MJK,2019,8.5716
Majalengka,MJK,2020,8.4462
Karawang,KRW,1961,19.6491
Karawang,KRW,1962,20.0
Karawang,KRW,1963,21.1404
Karawang,KRW,1964,21.9298
Karawang,KRW,1965,22.3293
Karawang,KRW,1966,21.1619
Karawang,KRW,1967,21.0111
Karawang,KRW,1968,22.4484
Karawang,KRW,1969,23.0941
Karawang,KRW,1970,24.1333
Karawang,KRW,1971,23.75
Karawang,KRW,1972,23.8095
Karawang,KRW,1973,22.7778
Karawang,KRW,1974,22.1649
Karawang,KRW,1975,23.0
Karawang,KRW,1976,26.1905
Karawang,KRW,1977,27.3585
Karawang,KRW,1978,30.8411
Karawang,KRW,1979,32.5581
Karawang,KRW,1980,32.8704
Karawang,KRW,1981,33.3952
Karawang,KRW,1982,34.2593
Karawang,KRW,1983,34.2276
Karawang,KRW,1984,36.9686
Karawang,KRW,1985,36.5672
Karawang,KRW,1986,36.4964
Karawang,KRW,1987,35.9712
Karawang,KRW,1988,35.8955
Karawang,KRW,1989,36.6284
Karawang,KRW,1990,37.7644
Karawang,KRW,1991,38.5297
Karawang,KRW,1992,37.5277
Karawang,KRW,1993,39.5204
Karawang,KRW,1994,39.6875
Karawang,KRW,1995,41.4286
Karawang,KRW,1996,41.7112
Karawang,KRW,1997,41.7722
Karawang,KRW,1998,41.45
Karawang,KRW,1999,40.7091
Karawang,KRW,2000,39.5111
Karawang,KRW,2001,38.399
Karawang,KRW,2002,37.0588
Karawang,KRW,2003,37.7692
Karawang,KRW,2004,37.0196
Karawang,KRW,2005,37.2222
Karawang,KRW,2006,37.1146
Karawang,KRW,2007,36.9264
Karawang,KRW,2008,36.6179
Karawang,KRW,2009,36.9999
Karawang,KRW,2010,37.2406
Karawang,KRW,2011,37.4945
Karawang,KRW,2012,37.8333
Karawang,KRW,2013,37.9085
Karawang,KRW,2014,37.1346
Karawang,KRW,2015,36.6659
Karawang,KRW,2016,36.3099
Karawang,KRW,2017,35.927
Karawang,KRW,2018,35.5174
Karawang,KRW,2019,35.0809
Karawang,KRW,2020,34.6175
